"","gender","race_ethnicity","parent_edulevel","lunch","test_preparation_course","subject","score"
"2296","male","group B","associate's degree","free/reduced","none","writing",60
"2297","male","group A","some high school","standard","completed","writing",43
"2298","male","group E","associate's degree","standard","completed","writing",68
"2299","male","group C","high school","free/reduced","completed","writing",50
"2300","male","group D","associate's degree","free/reduced","none","writing",75
"2301","male","group A","some college","free/reduced","completed","writing",81
"2302","male","group D","some high school","free/reduced","none","writing",52
"2303","female","group C","associate's degree","standard","completed","writing",81
"2304","male","group B","associate's degree","standard","none","writing",64
"2305","female","group C","associate's degree","standard","completed","writing",83
"2306","male","group A","some college","standard","none","writing",69
"2307","male","group E","some college","standard","completed","writing",81
"2308","male","group C","some high school","standard","none","writing",44
"2309","female","group B","associate's degree","free/reduced","none","writing",67
"2310","female","group D","high school","free/reduced","none","writing",52
"2311","female","group B","associate's degree","standard","none","writing",80
"2312","male","group B","bachelor's degree","standard","none","writing",57
"2313","male","group D","bachelor's degree","standard","completed","writing",68
"2314","female","group C","associate's degree","free/reduced","completed","writing",69
"2315","female","group C","bachelor's degree","standard","completed","writing",75
"2316","male","group C","high school","standard","none","writing",65
"2317","female","group D","master's degree","standard","completed","writing",91
"2318","male","group C","associate's degree","standard","none","writing",78
"2319","male","group B","bachelor's degree","standard","none","writing",69
"2320","female","group D","associate's degree","free/reduced","none","writing",63
"2321","female","group C","high school","free/reduced","completed","writing",84
"2322","female","group E","high school","standard","none","writing",79
"2323","female","group C","some college","standard","none","writing",80
"2324","female","group C","some high school","free/reduced","none","writing",53
"2325","female","group C","high school","free/reduced","none","writing",43
"2326","female","group C","some college","standard","none","writing",94
"2327","male","group C","some college","standard","none","writing",62
"2328","male","group A","some college","free/reduced","none","writing",19
"2329","male","group C","associate's degree","standard","completed","writing",77
"2330","female","group B","some high school","standard","none","writing",51
"2331","male","group C","high school","standard","none","writing",61
"2332","male","group C","associate's degree","standard","none","writing",35
"2333","male","group E","associate's degree","standard","completed","writing",53
"2334","male","group B","associate's degree","standard","none","writing",81
"2335","female","group C","bachelor's degree","standard","none","writing",95
"2336","female","group B","some college","free/reduced","none","writing",66
"2337","male","group D","some high school","standard","completed","writing",69
"2338","male","group C","associate's degree","standard","none","writing",43
"2339","female","group B","some high school","free/reduced","none","writing",27
"2340","female","group D","some high school","free/reduced","completed","writing",60
"2341","male","group C","high school","free/reduced","none","writing",52
"2342","female","group C","high school","standard","none","writing",63
"2343","female","group B","high school","standard","completed","writing",74
"2344","male","group D","associate's degree","standard","completed","writing",67
"2345","male","group D","some college","standard","none","writing",67
"2346","female","group C","high school","standard","none","writing",75
"2347","male","group B","some college","standard","none","writing",57
"2348","female","group C","bachelor's degree","standard","completed","writing",95
"2349","male","group D","high school","free/reduced","none","writing",66
"2350","male","group E","associate's degree","standard","none","writing",76
"2351","female","group B","bachelor's degree","standard","none","writing",69
"2352","male","group E","some college","standard","none","writing",52
"2353","female","group C","some college","standard","completed","writing",80
"2354","female","group C","associate's degree","standard","none","writing",57
"2355","female","group C","some college","standard","none","writing",70
"2356","female","group B","bachelor's degree","standard","none","writing",70
"2357","male","group A","associate's degree","standard","none","writing",61
"2358","female","group C","some college","free/reduced","completed","writing",69
"2359","male","group D","some college","free/reduced","none","writing",61
"2360","female","group D","some college","standard","none","writing",89
"2361","female","group B","high school","standard","none","writing",59
"2362","male","group B","some high school","standard","completed","writing",78
"2363","female","group C","some college","standard","none","writing",58
"2364","female","group D","some high school","free/reduced","none","writing",32
"2365","male","group C","some college","standard","none","writing",58
"2366","male","group A","bachelor's degree","free/reduced","completed","writing",60
"2367","male","group C","high school","standard","completed","writing",53
"2368","male","group C","bachelor's degree","free/reduced","none","writing",61
"2369","female","group A","some high school","free/reduced","none","writing",58
"2370","female","group D","some high school","standard","none","writing",85
"2371","male","group E","some college","standard","none","writing",71
"2372","female","group C","some college","free/reduced","completed","writing",70
"2373","male","group D","some high school","standard","none","writing",72
"2374","female","group D","some college","standard","completed","writing",96
"2375","female","group D","bachelor's degree","standard","none","writing",73
"2376","male","group E","associate's degree","free/reduced","none","writing",41
"2377","female","group D","some high school","standard","none","writing",82
"2378","female","group D","master's degree","free/reduced","completed","writing",100
"2379","female","group A","some high school","standard","none","writing",77
"2380","male","group A","bachelor's degree","standard","none","writing",62
"2381","female","group B","associate's degree","standard","none","writing",83
"2382","male","group C","associate's degree","standard","completed","writing",95
"2383","male","group C","master's degree","free/reduced","none","writing",71
"2384","female","group E","some high school","free/reduced","none","writing",45
"2385","female","group A","some high school","free/reduced","none","writing",43
"2386","female","group E","some college","standard","none","writing",75
"2387","female","group E","bachelor's degree","standard","none","writing",70
"2388","female","group C","associate's degree","free/reduced","none","writing",67
"2389","female","group D","high school","standard","none","writing",64
"2390","male","group D","master's degree","standard","none","writing",75
"2391","male","group E","some high school","free/reduced","completed","writing",59
"2392","female","group D","some college","standard","none","writing",77
"2393","male","group E","some college","standard","none","writing",67
"2394","male","group C","associate's degree","standard","completed","writing",56
"2395","female","group C","some high school","standard","completed","writing",77
"2396","male","group A","high school","free/reduced","none","writing",41
"2397","female","group B","high school","free/reduced","none","writing",63
"2398","female","group C","associate's degree","standard","none","writing",95
"2399","male","group B","some high school","standard","none","writing",57
"2400","male","group D","some high school","standard","none","writing",54
"2401","female","group C","some high school","standard","completed","writing",67
"2402","male","group A","some college","standard","none","writing",43
"2403","female","group A","some college","free/reduced","none","writing",55
"2404","female","group D","high school","standard","completed","writing",100
"2405","female","group C","high school","standard","none","writing",62
"2406","female","group C","some high school","standard","none","writing",68
"2407","male","group B","associate's degree","standard","completed","writing",63
"2408","female","group B","associate's degree","standard","none","writing",77
"2409","female","group D","high school","free/reduced","completed","writing",56
"2410","male","group D","associate's degree","standard","completed","writing",85
"2411","female","group D","master's degree","standard","completed","writing",74
"2412","male","group E","some college","standard","completed","writing",78
"2413","male","group D","associate's degree","standard","none","writing",60
"2414","male","group B","some high school","standard","completed","writing",67
"2415","female","group C","bachelor's degree","free/reduced","completed","writing",79
"2416","male","group E","high school","standard","none","writing",69
"2417","male","group C","bachelor's degree","standard","completed","writing",68
"2418","male","group C","associate's degree","standard","none","writing",67
"2419","male","group D","some college","standard","none","writing",62
"2420","male","group E","high school","free/reduced","completed","writing",54
"2421","female","group C","associate's degree","free/reduced","completed","writing",93
"2422","female","group D","high school","standard","completed","writing",64
"2423","female","group D","master's degree","free/reduced","completed","writing",67
"2424","female","group A","some high school","standard","completed","writing",80
"2425","male","group B","some college","free/reduced","none","writing",34
"2426","female","group C","some college","free/reduced","none","writing",62
"2427","male","group C","bachelor's degree","standard","none","writing",86
"2428","male","group C","some high school","free/reduced","none","writing",65
"2429","male","group A","some high school","free/reduced","none","writing",53
"2430","male","group C","some high school","free/reduced","none","writing",54
"2431","male","group C","associate's degree","free/reduced","none","writing",59
"2432","female","group C","high school","standard","none","writing",70
"2433","male","group C","high school","standard","none","writing",55
"2434","female","group A","some high school","free/reduced","none","writing",50
"2435","male","group C","some high school","standard","none","writing",66
"2436","male","group C","some college","free/reduced","completed","writing",53
"2437","male","group D","associate's degree","standard","none","writing",64
"2438","male","group D","associate's degree","free/reduced","none","writing",73
"2439","male","group C","high school","standard","none","writing",51
"2440","male","group D","some high school","standard","completed","writing",82
"2441","female","group C","some college","standard","completed","writing",79
"2442","female","group D","high school","standard","none","writing",80
"2443","female","group A","some high school","free/reduced","none","writing",69
"2444","female","group B","associate's degree","standard","none","writing",76
"2445","male","group A","some high school","free/reduced","none","writing",73
"2446","female","group C","some high school","standard","completed","writing",77
"2447","male","group D","some college","free/reduced","none","writing",60
"2448","male","group C","high school","standard","completed","writing",80
"2449","male","group B","high school","standard","none","writing",42
"2450","male","group B","associate's degree","standard","none","writing",72
"2451","female","group C","some college","free/reduced","completed","writing",85
"2452","female","group E","some college","standard","none","writing",97
"2453","female","group C","associate's degree","free/reduced","none","writing",74
"2454","male","group C","some college","free/reduced","none","writing",49
"2455","female","group C","associate's degree","free/reduced","none","writing",62
"2456","male","group C","bachelor's degree","free/reduced","none","writing",47
"2457","female","group D","bachelor's degree","standard","none","writing",89
"2458","male","group D","associate's degree","free/reduced","none","writing",48
"2459","female","group E","bachelor's degree","standard","none","writing",100
"2460","male","group B","high school","standard","completed","writing",68
"2461","male","group C","bachelor's degree","free/reduced","none","writing",55
"2462","male","group B","some college","free/reduced","none","writing",45
"2463","female","group E","some college","standard","none","writing",76
"2464","female","group C","some college","free/reduced","none","writing",91
"2465","male","group A","bachelor's degree","standard","completed","writing",62
"2466","female","group C","some college","standard","none","writing",91
"2467","female","group D","associate's degree","free/reduced","none","writing",38
"2468","male","group A","high school","free/reduced","completed","writing",65
"2469","female","group A","high school","free/reduced","completed","writing",85
"2470","male","group C","some college","standard","none","writing",76
"2471","female","group C","associate's degree","standard","completed","writing",90
"2472","female","group C","high school","standard","none","writing",74
"2473","female","group C","associate's degree","standard","completed","writing",84
"2474","female","group D","some high school","standard","none","writing",61
"2475","female","group B","associate's degree","standard","completed","writing",91
"2476","female","group D","bachelor's degree","standard","completed","writing",83
"2477","male","group E","bachelor's degree","standard","completed","writing",66
"2478","male","group D","associate's degree","standard","none","writing",72
"2479","female","group D","master's degree","standard","none","writing",70
"2480","male","group E","associate's degree","standard","none","writing",67
"2481","male","group B","high school","standard","completed","writing",68
"2482","female","group D","associate's degree","free/reduced","none","writing",56
"2483","male","group C","some college","free/reduced","none","writing",61
"2484","male","group A","high school","standard","none","writing",46
"2485","female","group B","associate's degree","standard","none","writing",54
"2486","male","group C","high school","standard","none","writing",71
"2487","male","group D","some college","free/reduced","none","writing",56
"2488","female","group C","associate's degree","free/reduced","none","writing",74
"2489","male","group B","some high school","standard","completed","writing",57
"2490","male","group A","associate's degree","free/reduced","completed","writing",82
"2491","female","group A","associate's degree","free/reduced","none","writing",76
"2492","female","group C","associate's degree","standard","none","writing",70
"2493","female","group C","some college","standard","none","writing",90
"2494","female","group C","bachelor's degree","standard","none","writing",90
"2495","female","group B","high school","standard","none","writing",68
"2496","male","group D","high school","standard","completed","writing",66
"2497","female","group C","some college","standard","none","writing",52
"2498","female","group D","some college","free/reduced","completed","writing",76
"2499","female","group B","some high school","standard","none","writing",68
"2500","male","group E","some college","standard","none","writing",72
"2501","female","group D","master's degree","standard","none","writing",82
"2502","female","group B","associate's degree","standard","completed","writing",92
"2503","male","group C","some college","free/reduced","none","writing",54
"2504","female","group E","associate's degree","standard","completed","writing",92
"2505","female","group D","master's degree","free/reduced","none","writing",54
"2506","female","group B","some high school","standard","none","writing",80
"2507","male","group A","high school","standard","none","writing",66
"2508","male","group B","bachelor's degree","free/reduced","none","writing",54
"2509","male","group C","master's degree","standard","none","writing",77
"2510","female","group C","bachelor's degree","standard","none","writing",87
"2511","male","group D","some college","standard","none","writing",73
"2512","male","group A","some high school","standard","none","writing",43
"2513","male","group D","some high school","free/reduced","none","writing",52
"2514","female","group B","some high school","standard","completed","writing",62
"2515","female","group B","master's degree","free/reduced","completed","writing",94
"2516","female","group C","some high school","standard","completed","writing",85
"2517","female","group D","some college","standard","none","writing",84
"2518","female","group E","some college","standard","completed","writing",73
"2519","female","group D","some high school","standard","completed","writing",78
"2520","female","group B","high school","free/reduced","completed","writing",79
"2521","male","group D","some college","standard","none","writing",52
"2522","female","group C","associate's degree","standard","none","writing",84
"2523","male","group D","bachelor's degree","standard","none","writing",57
"2524","male","group C","master's degree","free/reduced","none","writing",50
"2525","male","group C","high school","standard","completed","writing",49
"2526","male","group E","some college","standard","none","writing",59
"2527","male","group C","some high school","free/reduced","completed","writing",60
"2528","female","group C","high school","free/reduced","none","writing",43
"2529","female","group D","bachelor's degree","free/reduced","none","writing",47
"2530","female","group C","associate's degree","standard","none","writing",70
"2531","female","group C","associate's degree","standard","completed","writing",73
"2532","female","group C","some high school","standard","none","writing",53
"2533","male","group E","associate's degree","standard","completed","writing",58
"2534","female","group E","associate's degree","standard","completed","writing",94
"2535","male","group B","high school","standard","completed","writing",68
"2536","female","group C","bachelor's degree","free/reduced","completed","writing",83
"2537","male","group C","associate's degree","standard","completed","writing",58
"2538","female","group D","high school","standard","none","writing",62
"2539","male","group E","bachelor's degree","standard","completed","writing",71
"2540","male","group A","associate's degree","standard","completed","writing",86
"2541","male","group C","high school","standard","completed","writing",68
"2542","male","group D","associate's degree","free/reduced","completed","writing",80
"2543","female","group C","associate's degree","standard","none","writing",79
"2544","female","group D","associate's degree","standard","none","writing",89
"2545","female","group D","master's degree","standard","none","writing",66
"2546","male","group E","some high school","free/reduced","completed","writing",80
"2547","female","group A","some high school","standard","completed","writing",97
"2548","male","group C","high school","standard","completed","writing",64
"2549","female","group C","high school","free/reduced","none","writing",64
"2550","male","group C","master's degree","standard","none","writing",69
"2551","male","group C","some high school","free/reduced","none","writing",65
"2552","male","group B","bachelor's degree","free/reduced","completed","writing",88
"2553","female","group B","associate's degree","standard","none","writing",50
"2554","male","group D","some college","free/reduced","none","writing",64
"2555","male","group E","associate's degree","standard","none","writing",40
"2556","female","group C","some college","free/reduced","none","writing",33
"2557","female","group C","associate's degree","standard","completed","writing",79
"2558","male","group C","master's degree","free/reduced","none","writing",66
"2559","female","group B","associate's degree","free/reduced","none","writing",70
"2560","male","group D","some high school","standard","none","writing",62
"2561","female","group D","some college","standard","completed","writing",79
"2562","female","group C","some college","standard","none","writing",74
"2563","male","group C","bachelor's degree","standard","completed","writing",92
"2564","female","group D","some college","free/reduced","completed","writing",80
"2565","male","group B","bachelor's degree","free/reduced","none","writing",46
"2566","male","group B","associate's degree","standard","none","writing",45
"2567","female","group E","bachelor's degree","free/reduced","completed","writing",100
"2568","female","group D","master's degree","free/reduced","completed","writing",78
"2569","male","group B","high school","free/reduced","none","writing",47
"2570","male","group D","bachelor's degree","free/reduced","none","writing",67
"2571","male","group B","some college","standard","completed","writing",70
"2572","male","group A","bachelor's degree","standard","none","writing",92
"2573","female","group C","some college","standard","none","writing",56
"2574","female","group C","high school","free/reduced","completed","writing",64
"2575","female","group E","high school","standard","none","writing",71
"2576","male","group A","associate's degree","free/reduced","completed","writing",53
"2577","male","group A","some college","standard","completed","writing",52
"2578","female","group B","high school","standard","none","writing",89
"2579","female","group B","some college","free/reduced","completed","writing",58
"2580","female","group D","master's degree","standard","none","writing",68
"2581","female","group D","some high school","standard","none","writing",96
"2582","female","group E","some high school","standard","none","writing",80
"2583","female","group D","bachelor's degree","free/reduced","none","writing",78
"2584","female","group D","associate's degree","standard","completed","writing",80
"2585","female","group D","some college","standard","none","writing",77
"2586","female","group C","associate's degree","standard","none","writing",76
"2587","female","group A","high school","standard","none","writing",73
"2588","female","group C","bachelor's degree","free/reduced","none","writing",62
"2589","female","group C","some college","standard","none","writing",65
"2590","female","group A","some high school","standard","none","writing",65
"2591","male","group C","some college","free/reduced","none","writing",54
"2592","male","group A","some high school","standard","none","writing",50
"2593","male","group E","bachelor's degree","standard","none","writing",64
"2594","female","group E","high school","standard","none","writing",73
"2595","female","group C","bachelor's degree","standard","completed","writing",99
"2596","female","group C","bachelor's degree","standard","completed","writing",72
"2597","male","group B","high school","free/reduced","none","writing",15
"2598","male","group A","some high school","standard","none","writing",48
"2599","female","group D","high school","standard","none","writing",73
"2600","female","group D","some high school","standard","none","writing",81
"2601","female","group D","master's degree","standard","none","writing",63
"2602","female","group C","high school","standard","none","writing",30
"2603","female","group E","some college","standard","none","writing",80
"2604","male","group D","high school","free/reduced","none","writing",51
"2605","male","group D","master's degree","free/reduced","completed","writing",90
"2606","male","group C","some high school","standard","none","writing",62
"2607","female","group C","associate's degree","standard","none","writing",82
"2608","female","group C","master's degree","free/reduced","none","writing",54
"2609","female","group E","some college","standard","none","writing",62
"2610","female","group B","associate's degree","standard","none","writing",65
"2611","male","group D","some college","free/reduced","completed","writing",63
"2612","female","group C","some college","standard","none","writing",66
"2613","male","group C","bachelor's degree","standard","completed","writing",91
"2614","female","group C","associate's degree","standard","none","writing",74
"2615","female","group A","associate's degree","standard","none","writing",93
"2616","female","group C","high school","standard","none","writing",72
"2617","female","group E","bachelor's degree","standard","none","writing",38
"2618","male","group D","bachelor's degree","standard","none","writing",83
"2619","male","group D","master's degree","standard","none","writing",84
"2620","male","group C","associate's degree","free/reduced","completed","writing",68
"2621","female","group C","high school","free/reduced","none","writing",54
"2622","male","group B","bachelor's degree","free/reduced","none","writing",56
"2623","male","group C","high school","free/reduced","completed","writing",52
"2624","male","group A","some college","standard","completed","writing",86
"2625","female","group E","bachelor's degree","free/reduced","none","writing",62
"2626","male","group D","some college","standard","completed","writing",99
"2627","male","group B","associate's degree","free/reduced","completed","writing",63
"2628","male","group D","associate's degree","standard","none","writing",46
"2629","male","group D","some college","free/reduced","none","writing",46
"2630","female","group C","some high school","standard","completed","writing",55
"2631","male","group D","some college","standard","none","writing",70
"2632","male","group B","high school","standard","none","writing",65
"2633","female","group B","bachelor's degree","standard","completed","writing",81
"2634","female","group C","high school","standard","none","writing",85
"2635","male","group D","some high school","standard","none","writing",80
"2636","male","group A","high school","standard","none","writing",64
"2637","female","group B","high school","free/reduced","completed","writing",81
"2638","female","group D","some high school","standard","completed","writing",88
"2639","male","group E","some college","standard","none","writing",74
"2640","female","group D","associate's degree","standard","none","writing",73
"2641","male","group D","high school","standard","none","writing",51
"2642","female","group D","associate's degree","free/reduced","completed","writing",90
"2643","female","group B","some high school","free/reduced","none","writing",79
"2644","female","group E","high school","standard","completed","writing",80
"2645","male","group B","high school","standard","none","writing",60
"2646","female","group B","bachelor's degree","standard","completed","writing",81
"2647","female","group D","associate's degree","standard","none","writing",65
"2648","female","group E","high school","free/reduced","none","writing",68
"2649","female","group B","high school","standard","none","writing",55
"2650","female","group D","some college","standard","completed","writing",81
"2651","male","group C","some high school","free/reduced","completed","writing",53
"2652","female","group A","high school","standard","completed","writing",76
"2653","female","group D","some college","standard","completed","writing",98
"2654","female","group A","associate's degree","standard","completed","writing",74
"2655","female","group B","some high school","standard","none","writing",79
"2656","female","group B","some college","standard","none","writing",67
"2657","male","group C","associate's degree","free/reduced","none","writing",64
"2658","male","group D","some high school","standard","none","writing",61
"2659","female","group D","associate's degree","free/reduced","none","writing",58
"2660","male","group D","associate's degree","standard","none","writing",85
"2661","male","group C","some college","free/reduced","none","writing",73
"2662","male","group C","some high school","standard","none","writing",63
"2663","female","group D","some college","free/reduced","none","writing",69
"2664","female","group C","high school","standard","none","writing",67
"2665","male","group D","associate's degree","standard","none","writing",63
"2666","female","group C","some high school","free/reduced","completed","writing",60
"2667","female","group C","some college","free/reduced","completed","writing",71
"2668","female","group B","bachelor's degree","free/reduced","none","writing",87
"2669","male","group C","some college","standard","none","writing",61
"2670","male","group D","associate's degree","standard","completed","writing",77
"2671","female","group C","high school","free/reduced","none","writing",68
"2672","male","group D","associate's degree","free/reduced","none","writing",50
"2673","female","group C","some college","standard","none","writing",76
"2674","female","group C","associate's degree","standard","completed","writing",84
"2675","female","group D","high school","standard","completed","writing",78
"2676","female","group B","some college","standard","completed","writing",66
"2677","female","group E","some college","standard","completed","writing",76
"2678","female","group C","some high school","standard","completed","writing",76
"2679","male","group D","associate's degree","free/reduced","none","writing",78
"2680","male","group D","some college","free/reduced","none","writing",60
"2681","female","group D","high school","standard","none","writing",74
"2682","male","group B","high school","standard","none","writing",60
"2683","male","group B","high school","standard","none","writing",54
"2684","female","group C","some high school","free/reduced","completed","writing",44
"2685","male","group B","some college","standard","completed","writing",68
"2686","female","group E","master's degree","standard","completed","writing",100
"2687","male","group E","some college","standard","completed","writing",68
"2688","male","group D","associate's degree","free/reduced","none","writing",73
"2689","male","group A","high school","free/reduced","none","writing",44
"2690","male","group E","some college","free/reduced","none","writing",83
"2691","female","group C","associate's degree","standard","none","writing",53
"2692","female","group E","associate's degree","free/reduced","none","writing",78
"2693","female","group C","bachelor's degree","free/reduced","completed","writing",81
"2694","female","group D","associate's degree","standard","none","writing",73
"2695","female","group C","some high school","standard","none","writing",56
"2696","female","group D","some college","free/reduced","none","writing",86
"2697","female","group C","associate's degree","standard","completed","writing",90
"2698","female","group A","bachelor's degree","standard","none","writing",70
"2699","female","group D","associate's degree","standard","completed","writing",79
"2700","male","group C","high school","free/reduced","none","writing",59
"2701","female","group E","bachelor's degree","standard","completed","writing",82
"2702","female","group B","some high school","standard","none","writing",72
"2703","male","group A","bachelor's degree","standard","completed","writing",87
"2704","female","group D","some college","standard","none","writing",67
"2705","female","group B","some high school","free/reduced","completed","writing",64
"2706","male","group A","bachelor's degree","free/reduced","none","writing",65
"2707","male","group D","high school","standard","none","writing",36
"2708","male","group C","some college","standard","none","writing",52
"2709","male","group D","high school","standard","none","writing",79
"2710","female","group D","associate's degree","free/reduced","completed","writing",58
"2711","male","group C","some college","standard","completed","writing",90
"2712","female","group E","some high school","standard","completed","writing",85
"2713","female","group D","some college","standard","none","writing",99
"2714","male","group D","master's degree","standard","none","writing",84
"2715","female","group B","some high school","standard","completed","writing",74
"2716","female","group B","associate's degree","free/reduced","completed","writing",87
"2717","male","group C","associate's degree","standard","completed","writing",72
"2718","female","group C","associate's degree","standard","completed","writing",99
"2719","female","group C","high school","standard","none","writing",74
"2720","male","group E","associate's degree","free/reduced","completed","writing",80
"2721","female","group C","some college","free/reduced","none","writing",70
"2722","male","group D","some high school","free/reduced","completed","writing",59
"2723","female","group B","some high school","free/reduced","completed","writing",88
"2724","male","group C","high school","standard","none","writing",42
"2725","male","group B","some college","standard","none","writing",41
"2726","male","group E","some college","standard","completed","writing",71
"2727","female","group E","associate's degree","standard","completed","writing",77
"2728","male","group E","some high school","standard","completed","writing",57
"2729","female","group D","high school","free/reduced","none","writing",84
"2730","male","group C","some college","standard","none","writing",37
"2731","female","group B","associate's degree","free/reduced","completed","writing",80
"2732","male","group A","some high school","free/reduced","none","writing",43
"2733","female","group C","some college","standard","completed","writing",94
"2734","male","group D","some high school","standard","none","writing",44
"2735","female","group E","some college","free/reduced","none","writing",57
"2736","male","group C","master's degree","standard","none","writing",59
"2737","male","group C","associate's degree","standard","none","writing",84
"2738","female","group B","some college","free/reduced","completed","writing",73
"2739","male","group D","associate's degree","standard","none","writing",73
"2740","male","group C","high school","free/reduced","none","writing",55
"2741","male","group D","bachelor's degree","standard","none","writing",72
"2742","female","group A","associate's degree","free/reduced","none","writing",56
"2743","female","group C","high school","standard","none","writing",82
"2744","female","group C","associate's degree","standard","completed","writing",72
"2745","male","group B","some college","free/reduced","none","writing",47
"2746","male","group D","associate's degree","standard","none","writing",74
"2747","male","group D","high school","standard","none","writing",71
"2748","male","group C","some college","standard","none","writing",68
"2749","female","group C","bachelor's degree","free/reduced","none","writing",59
"2750","male","group B","some college","standard","completed","writing",86
"2751","male","group D","some high school","standard","completed","writing",68
"2752","male","group E","some college","standard","none","writing",65
"2753","male","group C","master's degree","free/reduced","completed","writing",75
"2754","female","group C","some high school","standard","completed","writing",85
"2755","male","group C","associate's degree","free/reduced","none","writing",53
"2756","female","group E","associate's degree","standard","none","writing",92
"2757","male","group D","some college","standard","none","writing",52
"2758","male","group E","bachelor's degree","free/reduced","completed","writing",72
"2759","female","group D","some college","free/reduced","completed","writing",65
"2760","male","group B","some college","standard","completed","writing",77
"2761","female","group C","high school","free/reduced","none","writing",64
"2762","female","group D","some high school","standard","none","writing",54
"2763","male","group D","some high school","standard","completed","writing",86
"2764","female","group B","high school","standard","none","writing",63
"2765","male","group D","some college","standard","none","writing",59
"2766","female","group B","high school","standard","none","writing",72
"2767","female","group C","high school","standard","completed","writing",77
"2768","male","group B","high school","standard","completed","writing",60
"2769","female","group D","some high school","standard","none","writing",75
"2770","male","group A","some college","free/reduced","none","writing",57
"2771","male","group B","high school","standard","none","writing",49
"2772","male","group D","bachelor's degree","standard","none","writing",74
"2773","female","group B","some high school","free/reduced","completed","writing",72
"2774","female","group C","bachelor's degree","free/reduced","none","writing",79
"2775","male","group B","some college","standard","none","writing",60
"2776","female","group B","some high school","free/reduced","none","writing",55
"2777","female","group B","high school","standard","none","writing",70
"2778","female","group C","some college","free/reduced","none","writing",43
"2779","female","group A","some college","standard","completed","writing",82
"2780","male","group E","associate's degree","standard","completed","writing",82
"2781","female","group D","associate's degree","free/reduced","none","writing",57
"2782","female","group B","master's degree","standard","none","writing",84
"2783","female","group B","high school","free/reduced","completed","writing",82
"2784","female","group C","associate's degree","standard","completed","writing",62
"2785","male","group C","bachelor's degree","standard","completed","writing",79
"2786","female","group B","some high school","standard","completed","writing",44
"2787","female","group E","some high school","free/reduced","none","writing",77
"2788","female","group B","some college","standard","none","writing",32
"2789","male","group C","associate's degree","free/reduced","none","writing",61
"2790","female","group C","master's degree","free/reduced","none","writing",61
"2791","female","group B","high school","standard","none","writing",60
"2792","female","group D","some college","free/reduced","none","writing",70
"2793","male","group D","high school","free/reduced","none","writing",69
"2794","male","group E","some high school","standard","completed","writing",77
"2795","female","group B","high school","standard","none","writing",51
"2796","female","group E","associate's degree","free/reduced","completed","writing",73
"2797","male","group D","high school","standard","none","writing",70
"2798","female","group E","associate's degree","free/reduced","none","writing",81
"2799","male","group E","some college","standard","none","writing",54
"2800","female","group C","associate's degree","standard","none","writing",57
"2801","male","group C","some high school","standard","completed","writing",68
"2802","male","group C","some high school","standard","completed","writing",73
"2803","female","group E","associate's degree","standard","none","writing",95
"2804","female","group B","some college","standard","none","writing",87
"2805","female","group C","some college","standard","none","writing",78
"2806","male","group A","some college","free/reduced","none","writing",74
"2807","female","group D","some college","free/reduced","none","writing",75
"2808","female","group E","high school","free/reduced","none","writing",40
"2809","male","group C","high school","standard","none","writing",69
"2810","male","group B","bachelor's degree","standard","none","writing",51
"2811","male","group A","some high school","standard","none","writing",36
"2812","male","group A","high school","free/reduced","none","writing",49
"2813","female","group C","master's degree","standard","completed","writing",67
"2814","male","group E","some high school","standard","completed","writing",76
"2815","female","group C","high school","standard","none","writing",83
"2816","male","group B","some high school","standard","completed","writing",87
"2817","female","group A","bachelor's degree","standard","none","writing",64
"2818","male","group D","bachelor's degree","free/reduced","completed","writing",76
"2819","female","group B","high school","free/reduced","none","writing",68
"2820","female","group C","some high school","standard","none","writing",88
"2821","female","group A","some high school","standard","completed","writing",92
"2822","female","group D","bachelor's degree","free/reduced","none","writing",93
"2823","male","group E","some college","free/reduced","completed","writing",51
"2824","female","group B","high school","free/reduced","none","writing",82
"2825","female","group C","some high school","free/reduced","none","writing",52
"2826","male","group C","high school","standard","none","writing",58
"2827","female","group C","associate's degree","free/reduced","completed","writing",70
"2828","female","group C","some high school","standard","none","writing",76
"2829","female","group D","some high school","free/reduced","completed","writing",81
"2830","male","group B","some high school","standard","none","writing",53
"2831","female","group A","some college","free/reduced","none","writing",57
"2832","female","group C","bachelor's degree","free/reduced","completed","writing",89
"2833","male","group A","bachelor's degree","standard","none","writing",58
"2834","female","group B","high school","standard","completed","writing",89
"2835","male","group B","some college","standard","none","writing",45
"2836","female","group C","high school","standard","completed","writing",74
"2837","male","group E","high school","standard","none","writing",57
"2838","female","group A","high school","standard","completed","writing",79
"2839","male","group B","associate's degree","free/reduced","completed","writing",53
"2840","female","group C","associate's degree","standard","none","writing",73
"2841","female","group D","high school","free/reduced","none","writing",46
"2842","male","group C","some high school","standard","none","writing",51
"2843","female","group B","high school","free/reduced","completed","writing",36
"2844","male","group B","some college","free/reduced","completed","writing",76
"2845","female","group D","some high school","free/reduced","completed","writing",64
"2846","male","group E","master's degree","standard","none","writing",84
"2847","male","group C","master's degree","standard","completed","writing",85
"2848","male","group D","high school","standard","none","writing",50
"2849","female","group C","high school","standard","none","writing",68
"2850","male","group D","associate's degree","standard","none","writing",69
"2851","male","group C","master's degree","standard","none","writing",67
"2852","female","group A","high school","standard","none","writing",63
"2853","female","group E","some college","standard","none","writing",93
"2854","male","group E","some high school","standard","none","writing",61
